id,dep,name,pop2018,agri,art,cadr,interm,emp,ouvr,retr
38238,38,Moidieu-Détourbe,1914,"24,3140243902439","72,9420731707317","155,609756097561","267,454268292683","286,905487804878","145,884146341463","369,573170731707"
38239,38,Moirans,"7674,99999999998","20,4844409723174","250,934401910889","691,349882815714","911,557623268126","870,588741323491","711,924871812785","1769,5978567647"
38240,38,Moissieu-sur-Dolon,723,"4,89837398373984","34,2886178861789","14,6951219512195","78,3739837398374","88,1707317073171","107,764227642276","181,239837398374"
38241,38,Monestier-d'Ambel,18,0,"5,625",0,0,"5,625",0,"5,625"
38242,38,Monestier-de-Clermont,1428,0,70,50,240,190,155,260
38243,38,Le Monestier-du-Percy,252,5,20,10,25,20,10,70
38244,38,Monsteroux-Milieu,796,5,15,30,110,115,110,165
38245,38,Montagne,267,10,10,10,50,45,40,50
38246,38,Montagnieu,1094,"15,3637288964165","40,4266083699037","100,917263546206","136,279118315233","140,94875964949","146,114018096589","149,991916587311"
38247,38,Montalieu-Vercieu,3417,"4,85921501706485","77,7474402730376","92,3250853242321","374,159556313993","413,033276450512","704,586177474403","621,979522184301"
38248,38,Montaud,"532,999999999998","10,1717557251908",0,"91,5458015267176","96,631679389313","30,5152671755725","30,5152671755725","111,889312977099"
38249,38,Montbonnot-Saint-Martin,5306,"4,83286254197149","173,983051510974","1092,22693448556","747,479503604262","401,127590983634","180,103382909206","1147,22532568627"
38250,38,Montcarra,551,0,"4,68537414965986","46,8537414965986","89,0221088435373","84,3367346938775","46,8537414965986","70,2806122448979"
38252,38,Montchaboud,337,0,"10,0541012072777","34,5361403138912","64,2313315763643","9,821934209435",0,"112,170910202885"
38253,38,Les Deux Alpes,1916,"4,93264248704663","221,968911917098","98,6528497409326","286,093264248705","335,487046632124","177,575129533679","350,217616580311"
38254,38,Monteynard,"493,000000000001",0,"25,3916339506774","45,7264805349669","65,8201558618168","70,9656266820458","55,6214314208981","67,1464096425096"
38255,38,Montfalcon,134,"20,1503759398496",0,0,"10,0751879699248","15,1127819548872",0,"45,3383458646617"
38256,38,Montferrat,1810,"34,5608292416803","59,2471358428805","98,7452264048008","276,486633933442","202,427714129842","286,361156573922","320,921985815603"
38257,38,Montrevel,446,10,5,20,50,85,60,80
38258,38,Mont-Saint-Martin,77,0,"4,8125","4,8125","9,625","14,4375","4,8125","19,25"
38259,38,Montseveroux,964,"10,0088779243668","40,179669660886","55,1209488179369","140,370357154677","85,2875087450911","95,2296139074139","271,884073932696"
38260,38,Moras,515,0,10,35,80,50,100,120
38261,38,Morestel,"4471,99999999998","10,167404006887","126,128529032211","171,769818356652","429,827050645683","556,583022544065","500,46076756263","1187,00455139596"
38263,38,Morette,"409,999999999998",0,"38,4718498659517","10,9919571045576","60,455764075067","49,4638069705094","32,9758713136729","115,415549597855"
